,Ort,Stärke
8376,"10km SW of Idyllwild, CA",0.89
8377,"9km SW of Idyllwild, CA",0.29
8378,"17km SW of Monroe, Utah",1.64
8379,"50km NNW of Carlin, Nevada",0.9
8380,"16km WSW of Monroe, Utah",2.22
8381,"10km NE of Aguanga, CA",0.08
8382,"5km S of Banning, CA",0.78
8383,"5km S of Banning, CA",1.21
8384,"47km NE of Sutton-Alpine, Alaska",1.1
8385,"83km E of King Salmon, Alaska",2.0
8386,"60km SSW of Kaktovik, Alaska",1.9
8387,"13km S of Tres Pinos, CA",1.77
8388,"2km NNW of La Verne, CA",0.56
8389,"55km WNW of Beatty, Nevada",0.0
8390,"82km SSE of Raoul Island, New Zealand",4.3
8391,"113km WSW of Gold Beach, Oregon",2.8
8392,"9km NNE of Borrego Springs, CA",0.93
8393,"97km NNW of Nikiski, Alaska",0.8
8394,"38km NE of Whittier, Alaska",1.5
8395,"64km SSW of Kaktovik, Alaska",3.3
8396,"9km NE of Aguanga, CA",0.2
8397,"8km NE of Aguanga, CA",0.72
8398,"26km NNW of Twentynine Palms, CA",1.17
8399,"59km NE of Lone Pine, California",0.1
8400,"6km WNW of The Geysers, CA",0.79
8401,"19km ESE of Packwood, Washington",0.95
8402,"94km NE of Manley Hot Springs, Alaska",1.2
8403,"5km ENE of Lima, Montana",1.23
8404,"131km WSW of Gold Beach, Oregon",2.26
8405,"50km SSW of Kaktovik, Alaska",2.2
8406,"29km NNW of Packwood, Washington",0.56
8407,"10km NE of Aguanga, CA",0.36
8408,"76km WSW of Cantwell, Alaska",1.3
8409,"132km NNE of Isangel, Vanuatu",4.0
8410,"66km SSW of Kaktovik, Alaska",1.8
8411,"19km ENE of Thousand Palms, CA",0.87
8412,"37km NNE of Amboy, Washington",-0.28
8413,"13km SE of Mammoth Lakes, CA",0.63
8414,"77km SSW of Kaktovik, Alaska",3.3
8415,"14km ESE of Soda Springs, Idaho",1.38
8416,"53km ENE of Cape Yakataga, Alaska",1.1
8417,"60km SSW of Kaktovik, Alaska",2.5
8418,"56km SSW of Kaktovik, Alaska",2.3
8419,"4km WNW of College, Alaska",1.2
8420,"14km ESE of Soda Springs, Idaho",1.32
8421,"8km WSW of Anza, CA",0.29
8422,"10km S of Idyllwild, CA",0.66
8423,"12km ESE of Fernley, Nevada",1.0
8424,"83km WNW of Arctic Village, Alaska",2.6
8425,Mid-Indian Ridge,4.5
8426,"84km WNW of Arctic Village, Alaska",1.7
8427,"9km NE of Aguanga, CA",0.29
8428,"20km ESE of Anza, CA",0.91
8429,"97km SSW of Kaktovik, Alaska",2.1
8430,"74km W of Anchor Point, Alaska",0.9
8431,"109km W of Talkeetna, Alaska",0.7
8432,"60km SSW of Kaktovik, Alaska",2.1
8433,"0km E of Pahala, Hawaii",1.86
8434,"61km SSW of Kaktovik, Alaska",1.9
8435,"27km ENE of Whittier, Alaska",1.6
8436,"56km N of Pahrump, Nevada",-0.1
8437,"25km SW of Hawthorne, Nevada",0.5
8438,"9km ENE of Aguanga, CA",0.51
8439,"26km WSW of Wilkerson, CA",2.32
8440,"6km S of Idyllwild, CA",0.82
8441,"68km SSW of Kaktovik, Alaska",2.0
8442,"55km SSW of Beatty, Nevada",0.0
8443,"31km S of South Lake Tahoe, California",1.2
8444,"59km SW of Kaktovik, Alaska",2.4
8445,"295km NNE of Ndoi Island, Fiji",4.8
8446,"74km WNW of Skagway, Alaska",1.6
8447,"61km WSW of Challis, Idaho",1.97
8448,"62km WSW of Challis, Idaho",1.78
8449,"10km NE of Soda Springs, Idaho",1.5
8450,"71km SSW of Kaktovik, Alaska",2.6
8451,"8km WSW of Volcano, Hawaii",1.98
8452,"59km SSW of Kaktovik, Alaska",2.1
8453,"62km SSW of Kaktovik, Alaska",3.0
8454,"70km E of Beatty, Nevada",0.6
8455,"126km NNW of Arctic Village, Alaska",1.5
8456,"9km SW of Katav-Ivanovsk, Russia",4.2
8457,"67km NE of Y, Alaska",1.2
8458,"114km NNW of Talkeetna, Alaska",1.4
8459,"1km SW of Sherman Oaks, CA",1.3
8460,"6km ESE of Mammoth Lakes, CA",0.41
8461,"22km NE of Hawthorne, Nevada",0.2
8462,"63km E of Cape Yakataga, Alaska",1.0
8463,"91km NE of Cape Yakataga, Alaska",1.4
8464,"89km S of Kaktovik, Alaska",2.0
8465,"9km NE of Aguanga, CA",0.32
8466,"77km SSW of Kaktovik, Alaska",2.6
8467,"17km S of Whitehall, Montana",1.69
8468,"17km S of Whitehall, Montana",1.0
8469,"56km W of Talkeetna, Alaska",1.0
8470,"21km SW of Y, Alaska",1.6
8471,"5km NW of Mira Loma, CA",0.63
8472,"32km W of Big Lake, Alaska",1.4
8473,"1km SW of Volcano, Hawaii",2.05
8474,"4km WSW of Volcano, Hawaii",2.29
8475,"16km S of Morton, Washington",0.37
8476,"6km WNW of Lake Henshaw, CA",1.18
8477,"11km SW of Anza, CA",0.61
8478,"10km N of McCloud, CA",0.55
8479,"39km NE of Sterling, Alaska",1.0
8480,"47km ENE of Beatty, Nevada",0.2
8481,"123km NE of Bristol Island, South Sandwich Islands",5.2
8482,"62km SSW of Kaktovik, Alaska",2.1
8483,"119km N of Road Town, British Virgin Islands",3.5
8484,"27km ENE of West Yellowstone, Montana",0.25
8485,"3km N of La Verne, CA",1.23
8486,"70km WSW of Delta Junction, Alaska",2.3
8487,"84km ESE of Seward, Alaska",2.2
8488,"14km ESE of Mammoth Lakes, CA",0.69
8489,"66km SW of Kaktovik, Alaska",1.8
8490,"85km WSW of Cordova, Alaska",1.2
8491,"13km SSE of Volcano, Hawaii",1.77
8492,"3km N of Pinnacles, CA",1.44
8493,"48km SSW of Kaktovik, Alaska",2.1
8494,"82km WSW of Cantwell, Alaska",1.5
8495,"46km SSW of Cape Yakataga, Alaska",1.4
8496,"72km SW of Kaktovik, Alaska",2.1
8497,"133km NNW of Charlotte Amalie, U.S. Virgin Islands",3.28
8498,"4km N of La Verne, CA",2.1
8499,"15km NW of Bridgeport, California",1.1
8500,"69km ESE of Whittier, Alaska",1.2
8501,"62km SSW of Kaktovik, Alaska",3.1
8502,"65km W of Valdez, Alaska",1.0
8503,"140km ENE of Circle, Alaska",1.1
8504,"9km NE of Aguanga, CA",1.48
8505,"36km S of Redoubt Volcano, Alaska",1.0
8506,"76km SSW of Kaktovik, Alaska",1.7
8507,"2km WSW of Paradise, CA",1.59
8508,"6km W of Lake Henshaw, CA",0.65
8509,"6km WNW of Lake Henshaw, CA",0.45
8510,"69km SSW of Kaktovik, Alaska",4.1
8511,"61km SSW of Kaktovik, Alaska",1.9
8512,"35km ENE of Old Faithful Geyser, Wyoming",1.31
8513,"14km W of Toms Place, CA",0.43
8514,"8km NE of Aguanga, CA",0.86
8515,"7km WNW of The Geysers, CA",1.9
8516,"72km WSW of Cordova, Alaska",0.7
8517,"3km SW of Tahoe Vista, California",0.8
8518,"10km SE of Yucca Valley, CA",1.13
8519,"56km SSW of Beatty, Nevada",0.8
8520,"105km NE of Bristol Island, South Sandwich Islands",5.4
8521,"69km SSW of Kaktovik, Alaska",2.5
8522,"36km ESE of Chitina, Alaska",1.6
8523,"52km E of Beatty, Nevada",-0.2
8524,"38km N of Valdez, Alaska",2.0
8525,"6km W of South Hutchinson, Kansas",2.3
8526,"9km NE of Aguanga, CA",0.52
8527,"59km SSW of Kaktovik, Alaska",1.9
8528,"2km SW of Paradise, CA",1.84
8529,"2km SW of Paradise, CA",2.28
8530,"5km WNW of The Geysers, CA",0.3
8531,"122km NNE of Punta Cana, Dominican Republic",3.38
8532,"273km NNE of Ndoi Island, Fiji",4.1
8533,"46km SSE of Anchorage, Alaska",1.7
8534,"7km E of Mammoth Lakes, CA",0.31
8535,"7km ENE of Mammoth Lakes, CA",1.23
8536,"4km WSW of Tahoe Vista, California",0.3
8537,"10km NNW of Carasi, Philippines",4.3
8538,"14km W of Chester, CA",0.82
8539,"121km SE of Prudhoe Bay, Alaska",1.8
8540,"27km SSE of Waimea, Hawaii",2.26
8541,"106km NW of Glennallen, Alaska",1.2
8542,"53km SSW of Kaktovik, Alaska",2.2
8543,"37km NNE of Amboy, Washington",-0.2
8544,"9km ENE of Aguanga, CA",0.85
8545,"71km W of Eagle Village, Alaska",2.2
8546,"146km NNE of Cape Yakataga, Alaska",1.2
8547,"51km E of Nemuro, Japan",4.6
8548,"9km NE of Aguanga, CA",0.96
8549,"75km SSW of Kobuk, Alaska",1.4
8550,"17km NNE of Fairbanks, Alaska",0.1
8551,"70km SSW of Kobuk, Alaska",2.0
8552,"134km NE of Bristol Island, South Sandwich Islands",4.6
8553,"9km ENE of Aguanga, CA",0.39
8554,"64km E of Healy, Alaska",1.3
8555,"112km N of Ruby, Alaska",1.5
8556,"200km ESE of Tadine, New Caledonia",4.9
8557,"78km WNW of Yakutat, Alaska",1.6
8558,"21km E of Maricopa, CA",2.07
8559,"94km WNW of Cape Yakataga, Alaska",1.4
8560,"50km SSW of Kaktovik, Alaska",2.7
8561,"54km SSW of Kaktovik, Alaska",2.3
8562,"126km NE of Bristol Island, South Sandwich Islands",4.7
8563,"94km WNW of Glennallen, Alaska",1.3
8564,"120km NE of Bristol Island, South Sandwich Islands",5.0
8565,"36km NE of Ensenada, B.C., MX",2.06
8566,"122km NE of Bristol Island, South Sandwich Islands",5.5
8567,"82km SW of Kaktovik, Alaska",0.9
8568,"3km NNE of Pinnacles, CA",1.29
8569,"9km ENE of Aguanga, CA",0.65
8570,"5km SW of Toms Place, CA",0.86
8571,"35km ENE of Old Faithful Geyser, Wyoming",1.53
8572,"120km NNE of Ndoi Island, Fiji",4.3
8573,"126km NW of Arctic Village, Alaska",1.8
8574,"53km ENE of Lima, Montana",0.82
8575,"42km ESE of Lazy Mountain, Alaska",1.8
8576,"13km SE of Mammoth Lakes, CA",0.28
8577,"4km NW of Boron, CA",1.45
8578,"73km E of Gabbs, Nevada",1.7
8579,"10km NE of Aguanga, CA",0.48
8580,"205km W of Ile Hunter, New Caledonia",4.5
8581,"36km ESE of Vieques, Puerto Rico",2.87
8582,Mid-Indian Ridge,5.4
8583,"13km SW of Toms Place, CA",0.81
8584,"128km NNW of Charlotte Amalie, U.S. Virgin Islands",3.43
8585,"45km SSW of Likely, CA",1.85
8586,"17km SSW of Boulder City, Nevada",0.8
8587,"9km NE of Aguanga, CA",0.37
8588,"8km W of Rockport, Washington",0.83
8589,"1km ESE of Maria Antonia, Puerto Rico",1.96
8590,"15km WNW of Katav-Ivanovsk, Russia",5.0
8591,"18km E of Julian, CA",0.9
8592,"9km NE of Aguanga, CA",0.44
8593,"15km SW of Agrihan, Northern Mariana Islands",4.4
8594,"9km NE of Aguanga, CA",0.35
8595,"2km NE of Granite Falls, Washington",2.04
8596,"208km ESE of Tadine, New Caledonia",4.3
8597,"7km SSW of Tres Pinos, CA",1.07
8598,"9km SSW of Volcano, Hawaii",1.97
8599,"72km E of Cape Yakataga, Alaska",1.7
8600,"15km W of Ely, Nevada",1.3
8601,"9km NE of Aguanga, CA",0.45
8602,"2km SE of Home Gardens, CA",1.52
8603,"8km NE of Aguanga, CA",0.48
8604,"6km NW of The Geysers, CA",1.06
8605,"9km NE of Aguanga, CA",0.29
8606,"8km ENE of Aguanga, CA",0.66
8607,"17km N of Borrego Springs, CA",1.56
8608,"12km S of Monmouth, Oregon",1.28
8609,"65km ESE of Takahagi, Japan",5.4
8610,"129km NE of Iquique, Chile",4.3
8611,"9km SSW of Mojave, CA",1.6
8612,"70km SSW of Kaktovik, Alaska",2.1
8613,"128km SSW of Camana, Peru",4.4
8614,"87km S of Kaktovik, Alaska",2.0
8615,"11km SSE of Twentynine Palms, CA",1.14
8616,"105km NW of Arctic Village, Alaska",1.9
8617,"46km WSW of Goldfield, Nevada",0.6
8618,"67km ENE of Cape Yakataga, Alaska",1.4
8619,"81km SW of Kaktovik, Alaska",3.6
8620,"16km ENE of Fredonia, Arizona",1.53
8621,"2km NW of The Geysers, CA",1.19
8622,"61km W of Middleton Island, Alaska",1.8
8623,"59km WSW of Larsen Bay, Alaska",1.9
8624,"60km SSW of Kaktovik, Alaska",2.3
8625,"56km SSW of Beatty, Nevada",0.0
8626,"108km SSW of Kaktovik, Alaska",1.6
8627,"1km E of The Geysers, CA",1.06
8628,"12km N of Mineral, CA",0.35
8629,"9km NE of Aguanga, CA",0.31
8630,"129km NE of Bristol Island, South Sandwich Islands",5.1
8631,"13km S of Volcano, Hawaii",1.7
8632,"54km ESE of Haines, Alaska",1.6
8633,"50km NE of Thompson Falls, Montana",1.44
8634,"3km S of Huntington Beach, CA",1.76
8635,"7km SSE of Home Gardens, CA",1.43
8636,"2km SSW of Sherman Oaks, CA",1.26
8637,"11km SSE of Yucca Valley, CA",0.98
8638,"36km SSE of Morton, Washington",0.32
8639,"36km SSE of Morton, Washington",1.52
8640,"11km SSE of Yucca Valley, CA",0.58
8641,"26km ENE of Pine Valley, CA",0.87
8642,"66km SSW of Kobuk, Alaska",1.0
8643,"103km NE of Kobuk, Alaska",1.4
8644,"31km W of Belfair, Washington",1.21
8645,"81km SSW of Kaktovik, Alaska",3.6
8646,"57km N of Pahrump, Nevada",0.1
8647,"57km N of Pahrump, Nevada",0.1
8648,"5km WSW of Volcano, Hawaii",1.72
8649,"56km N of Pahrump, Nevada",2.1
8650,"24km NE of Anchor Point, Alaska",2.2
8651,"70km SSW of Kaktovik, Alaska",1.9
8652,"56km N of Pahrump, Nevada",2.6
8653,"9km NE of Aguanga, CA",0.5
8654,"10km NE of Aguanga, CA",1.57
8655,"6km S of Alamo, Nevada",0.8
8656,"2km NW of The Geysers, CA",1.51
8657,"131km WNW of Arctic Village, Alaska",1.6
8658,"10km NE of Aguanga, CA",0.56
8659,"5km WSW of Volcano, Hawaii",1.92
8660,"59km WSW of Anchor Point, Alaska",1.4
8661,"9km NE of Aguanga, CA",0.22
8662,"8km NW of The Geysers, CA",0.46
8663,"9km NE of Aguanga, CA",0.36
8664,"69km S of Kaktovik, Alaska",1.7
8665,"13km WNW of Toms Place, CA",0.69
8666,"136km WNW of Arctic Village, Alaska",1.7
8667,"60km NNE of Pahrump, Nevada",0.6
8668,"163km SE of Putre, Chile",3.8
8669,"13km SE of Lincoln, Montana",2.19
8670,"57km SE of Tateyama, Japan",4.2
8671,"32km WNW of Willow, Alaska",1.3
8672,"72km WSW of Anchor Point, Alaska",2.2
8673,"55km SSW of Kaktovik, Alaska",2.2
8674,"78km SW of Kaktovik, Alaska",3.0
8675,"17km WSW of Toms Place, CA",0.67
8676,"121km NW of Arctic Village, Alaska",1.6
8677,"9km NE of San Martin, CA",1.13
8678,"95km SW of Tocopilla, Chile",4.0
8679,"36km E of Redoubt Volcano, Alaska",0.9
8680,"3km E of Mammoth Lakes, CA",1.15
8681,"159km NE of Cape Yakataga, Alaska",1.4
8682,"7km NW of Timpson, Texas",3.2
8683,"77km SW of Kaktovik, Alaska",1.9
8684,"98km NNW of Kodiak Station, Alaska",1.8
8685,"121km NW of Arctic Village, Alaska",1.7
8686,"36km E of Clinton, Montana",1.16
8687,"9km SSW of Idyllwild, CA",0.56
8688,"140km NNE of Bristol Island, South Sandwich Islands",5.2
8689,"2km SW of Anderson Springs, CA",1.41
8690,"36km WSW of Anchor Point, Alaska",2.1
8691,"9km NE of Sabana Grande, Puerto Rico",2.18
8692,"121km NW of Arctic Village, Alaska",1.8
8693,"71km SSE of Arroyo, Puerto Rico",3.02
8694,"77km NW of Yakutat, Alaska",1.2
8695,"56km SSW of Homer, Alaska",1.6
8696,"1km SW of Anderson Springs, CA",0.3
8697,"245km WNW of Chichi-shima, Japan",4.3
8698,"82km SSW of Kaktovik, Alaska",1.8
8699,"179km W of Ile Hunter, New Caledonia",4.8
8700,"12km NNW of West Yellowstone, Montana",0.53
8701,"10km NE of Aguanga, CA",0.5
8702,"23km NW of Parkfield, CA",0.57
8703,"1km S of Pleasant Hill, CA",1.97
8704,"142km NNE of Bristol Island, South Sandwich Islands",5.0
8705,"60km SSW of Kaktovik, Alaska",2.6
8706,"9km NE of Aguanga, CA",0.4
8707,"28km ENE of West Yellowstone, Montana",0.15
8708,"72km NE of Kodiak, Alaska",1.6
8709,"4km WNW of Lytle Creek, CA",0.5
8710,"9km NE of Aguanga, CA",0.37
8711,"6km SW of Volcano, Hawaii",2.02
8712,"10km ENE of Aguanga, CA",0.96
8713,"9km SW of Niland, CA",1.87
8714,"18km N of Dixon Lane-Meadow Creek, CA",1.3
8715,"10km SW of Niland, CA",2.08
8716,"65km SW of Kaktovik, Alaska",1.8
8717,"121km NW of Arctic Village, Alaska",1.4
8718,"29km WNW of Big Lake, Alaska",0.9
8719,"52km E of Beatty, Nevada",-0.3
8720,"180km W of Pangai, Tonga",4.8
8721,"57km N of Pahrump, Nevada",-0.3
8722,"6km S of Littlerock, CA",1.92
8723,"122km NW of Arctic Village, Alaska",1.4
8724,"18km SE of Volcano, Hawaii",1.7
8725,"46km N of Dixon Lane-Meadow Creek, California",1.0
8726,"9km SE of Valle Vista, CA",1.03
8727,"9km NE of Aguanga, CA",0.49
8728,"54km SSW of Kaktovik, Alaska",1.9
8729,"63km S of Cantwell, Alaska",1.4
8730,"9km NE of Aguanga, CA",0.56
8731,"9km NE of Aguanga, CA",0.63
8732,"84km NW of Yakutat, Alaska",1.5
8733,"62km SSW of Kaktovik, Alaska",2.2
8734,"30km WSW of Hawthorne, Nevada",0.9
8735,"40km ESE of Bridgeport, California",0.9
8736,"58km SSW of Kaktovik, Alaska",1.9
8737,"28km WSW of Hawthorne, Nevada",0.9
8738,"1km WSW of Muir Beach, CA",1.47
8739,"31km E of Yerington, Nevada",0.9
8740,"63km E of Healy, Alaska",0.7
8741,"6km NE of Penngrove, CA",2.08
8742,"4km SSE of Banning, CA",0.37
8743,"19km ESE of Sutton-Alpine, Alaska",1.0
8744,"13km SSE of Anza, CA",0.54
8745,"77km NW of Talkeetna, Alaska",1.9
8746,"20km ESE of Packwood, Washington",1.77
8747,"8km S of Emajagua, Puerto Rico",2.13
8748,"10km NE of Aguanga, CA",0.36
8749,"7km WNW of Gabbs, Nevada",0.9
8750,"8km WNW of Gabbs, Nevada",-0.2
8751,"9km NE of San Martin, CA",2.52
8752,"12km WNW of Avenal, CA",1.61
8753,"6km S of Madison, Ohio",1.55
8754,"83km N of Yakutat, Alaska",1.5
8755,"19km ESE of Anza, CA",2.33
8756,"11km SE of Yucca Valley, CA",0.86
8757,"6km N of Calipatria, CA",1.44
8758,"74km SSW of Kaktovik, Alaska",2.7
8759,"6km WSW of Molalla, Oregon",1.34
8760,"3km W of Tahoe Vista, California",-0.3
8761,"122km NW of Arctic Village, Alaska",1.6
8762,"121km NW of Arctic Village, Alaska",1.5
8763,"54km SSE of Adak, Alaska",3.3
8764,"26km WSW of Ferron, Utah",1.04
8765,"9km NE of Aguanga, CA",0.34
8766,"28km SE of Johannesburg, CA",1.34
8767,"4km WSW of Tahoe Vista, California",0.1
8768,"71km S of Kaktovik, Alaska",2.1
8769,"19km SSE of Salmon, Idaho",1.46
8770,"39km S of Gabbs, Nevada",0.8
8771,"39km N of Valdez, Alaska",2.2
8772,"48km SSW of Kaktovik, Alaska",2.0
8773,"6km WNW of Lake Henshaw, CA",0.49
8774,"48km ESE of Beatty, Nevada",-0.2
8775,"5km NW of Houston, Alaska",1.2
8776,"6km ENE of Harper, Kansas",1.69
8777,"55km NNW of Talkeetna, Alaska",1.6
8778,"30km E of Big Pine, California",0.3
8779,"1km N of Yucaipa, CA",0.84
8780,"5km NE of Maricao, Puerto Rico",1.62
8781,"6km W of Alamo, Nevada",0.5
8782,"129km SSE of Prudhoe Bay, Alaska",1.5
8783,"6km WNW of Lake Henshaw, CA",0.36
8784,"5km WSW of Alamo, Nevada",1.2
8785,"16km SW of Ludlow, CA",1.42
8786,"138km NW of Arctic Village, Alaska",2.1
8787,"27km WSW of Hawthorne, Nevada",1.0
8788,"36km WNW of Ester, Alaska",0.9
8789,"132km NW of Peniche, Portugal",4.8
8790,"7km NW of The Geysers, CA",0.9
8791,"47km SE of Boca de Yuma, Dominican Republic",3.13
8792,"6km NE of Imperial, CA",1.58
8793,"57km N of Pahrump, Nevada",0.0
8794,"9km E of Mammoth Lakes, CA",0.29
8795,"121km NW of Arctic Village, Alaska",1.3
8796,"51km NE of Lone Pine, California",0.3
8797,"10km NE of Aguanga, CA",0.25
8798,"70km E of Beatty, Nevada",0.0
8799,"30km SE of Redoubt Volcano, Alaska",2.9
8800,"153km WNW of Haines Junction, Canada",1.4
8801,"39km E of Fritz Creek, Alaska",1.6
8802,"273km SE of Kodiak, Alaska",2.4
8803,"66km SW of Kaktovik, Alaska",2.1
8804,"131km N of Lae, Papua New Guinea",4.7
8805,"89km WSW of Cantwell, Alaska",1.6
8806,"130km S of Prudhoe Bay, Alaska",1.7
8807,"20km SSE of Hawthorne, Nevada",-0.2
8808,"10km E of Healy, Alaska",1.3
8809,"9km NE of Aguanga, CA",0.31
8810,"3km SE of Yucaipa, CA",0.87
8811,"9km E of Mammoth Lakes, CA",0.4
8812,"14km SSW of Olancha, CA",2.07
8813,"132km S of Prudhoe Bay, Alaska",1.6
8814,"1km ENE of Vallejo, CA",1.19
8815,"6km ESE of Valle Vista, CA",0.57
8816,"126km S of Prudhoe Bay, Alaska",3.0
8817,"12km W of Toms Place, CA",0.6
8818,"4km WSW of Tahoe Vista, California",0.0
8819,"1km ENE of Ester, Alaska",0.6
8820,"29km SE of Redoubt Volcano, Alaska",2.2
8821,"6km SW of Tiptonville, Tennessee",1.12
8822,"73km SSW of Kaktovik, Alaska",2.4
8823,"11km NW of Parkfield, CA",0.84
8824,"6km SW of Tiptonville, Tennessee",1.76
8825,"22km W of Nikiski, Alaska",1.3
8826,"68km SE of Road Town, British Virgin Islands",2.87
8827,"13km NE of Little Lake, CA",0.98
8828,"9km W of Enoch, Utah",1.24
8829,"45km ESE of Arzak, China",4.4
8830,"9km W of Enoch, Utah",1.28
8831,"9km SSW of Idyllwild, CA",1.05
8832,"109km W of Cantwell, Alaska",1.4
8833,"26km SW of Dana Point, CA",1.65
8834,"10km SSW of Idyllwild, CA",1.78
8835,"95km SSW of Kaktovik, Alaska",2.0
8836,"8km WSW of Anza, CA",0.07
8837,"3km WSW of Volcano, Hawaii",1.85
8838,"12km ENE of Mammoth Lakes, CA",0.31
8839,"6km E of Tres Pinos, CA",1.22
8840,"45km NNW of Valdez, Alaska",1.2
8841,"8km NE of Aguanga, CA",1.56
8842,"9km NE of Aguanga, CA",0.12
8843,"40km WSW of Encinitas, CA",1.89
8844,"9km NE of Aguanga, CA",0.63
8845,"8km NE of Aguanga, CA",1.02
8846,"9km NE of Aguanga, CA",0.17
8847,"9km NE of Aguanga, CA",0.59
8848,"9km NE of Aguanga, CA",0.41
8849,"8km NE of Aguanga, CA",2.11
8850,"8km NE of Aguanga, CA",1.27
8851,"8km W of Enoch, Utah",1.45
8852,"0km NE of Pahala, Hawaii",2.09
8853,"51km SSW of Valdez, Alaska",1.9
8854,"15km W of Searles Valley, CA",1.17
8855,"87km SE of Larsen Bay, Alaska",3.0
8856,"18km SW of Smith Valley, Nevada",1.3
8857,"8km NW of Anchor Point, Alaska",1.6
8858,"9km NE of Aguanga, CA",0.45
8859,"278km N of Ndoi Island, Fiji",4.2
8860,"7km WSW of Anza, CA",0.19
8861,"3km WSW of Volcano, Hawaii",1.83
8862,"63km E of Healy, Alaska",1.5
8863,"47km NNW of San Martin de los Andes, Argentina",4.7
8864,"258km N of Ndoi Island, Fiji",4.2
8865,"14km S of Joshua Tree, CA",1.37
8866,"145km SE of Lolayan, Indonesia",4.6
8867,"7km S of Idyllwild, CA",0.66
8868,Fiji region,4.4
8869,"62km SSW of Kaktovik, Alaska",2.2
8870,"3km ENE of Mammoth Lakes, CA",0.51
8871,"20km WSW of Tremonton, Utah",0.32
8872,"12km ESE of Lincoln, Montana",1.01
8873,"41km NW of Fort Stockton, Texas",2.6
8874,Central Mid-Atlantic Ridge,4.9
8875,"41km SE of Pecos, Texas",2.6
8876,"21km WSW of Tremonton, Utah",2.33
8877,"8km WNW of Cobb, CA",0.83
8878,"40km SE of Pecos, Texas",3.0
8879,"32km W of Valdez, Alaska",1.5
8880,"18km ESE of Old Faithful Geyser, Wyoming",1.11
8881,Off the coast of Ecuador,5.9
8882,"60km SSE of Pagan, Northern Mariana Islands",4.6
8883,"60km NW of Talkeetna, Alaska",2.2
8884,"9km NE of Aguanga, CA",0.56
8885,"62km SSW of Kaktovik, Alaska",2.0
8886,"1km SSE of Sabana Grande, Puerto Rico",2.37
8887,"76km NE of Beatty, Nevada",-0.2
8888,"12km WNW of Avenal, CA",1.51
8889,"9km NE of Aguanga, CA",0.37
8890,"13km WNW of Avenal, CA",2.48
8891,"67km SW of Anchor Point, Alaska",2.1
8892,"12km WNW of Avenal, CA",1.47
8893,"67km SSW of Kaktovik, Alaska",3.0
8894,"122km NW of Arctic Village, Alaska",1.9
8895,"7km WSW of Anza, CA",0.13
8896,"9km NE of Aguanga, CA",0.64
8897,"87km N of Kobuk, Alaska",2.2
8898,"2km ESE of Tabonoc, Philippines",4.4
8899,"7km ENE of Mammoth Lakes, CA",0.42
8900,"92km NW of Talkeetna, Alaska",2.0
8901,"125km NW of Talkeetna, Alaska",2.4
8902,"12km SE of Mammoth Lakes, CA",1.12
8903,"69km E of Cape Yakataga, Alaska",1.1
8904,"93km W of Cantwell, Alaska",2.1
8905,"9km NE of Aguanga, CA",0.63
8906,"72km ESE of Arzak, China",5.5
8907,"69km ESE of Arzak, China",4.6
8908,"5km WNW of Lake Henshaw, CA",0.8
8909,"22km NW of Parkfield, CA",0.9
8910,"18km NW of Garland, Utah",0.58
8911,"9km NE of Aguanga, CA",0.44
8912,"9km N of Pinnacles, CA",1.78
8913,"7km E of Mammoth Lakes, CA",0.4
8914,"73km NNE of Tonopah, Nevada",1.3
8915,"27km SSW of Smith Valley, Nevada",0.2
8916,"6km E of Lucerne Valley, CA",2.43
8917,"17km SE of Gardnerville Ranchos, Nevada",0.6
8918,"128km NNE of Bristol Island, South Sandwich Islands",4.7
8919,"87km W of Cantwell, Alaska",1.5
8920,"9km NE of Aguanga, CA",1.22
8921,"73km SSW of Kaktovik, Alaska",1.8
8922,"7km ENE of Mammoth Lakes, CA",0.3
8923,"135km NNE of Bristol Island, South Sandwich Islands",5.6
8924,"10km NE of Aguanga, CA",0.61
8925,"8km ESE of Valle Vista, CA",0.53
8926,"103km N of Road Town, British Virgin Islands",3.35
8927,"88km WSW of Cantwell, Alaska",1.4
8928,"10km ESE of Anza, CA",0.99
8929,"64km SSW of Kaktovik, Alaska",3.3
8930,"56km WNW of Talkeetna, Alaska",1.2
8931,"2km ENE of Mammoth Lakes, CA",0.27
8932,"8km ENE of Anza, CA",0.84
8933,"43km NNE of Talkeetna, Alaska",1.2
8934,"9km NE of Aguanga, CA",0.45
8935,"34km NE of Redoubt Volcano, Alaska",1.4
8936,"105km W of Paratunka, Russia",4.7
8937,"37km ENE of Isangel, Vanuatu",4.8
8938,Kuril Islands,4.3
8939,"70km WSW of Anchor Point, Alaska",1.2
8940,"22km ESE of Paracas, Peru",4.4
8941,"30km WSW of Anchor Point, Alaska",1.9
8942,"10km NE of Aguanga, CA",0.67
8943,"26km ENE of Pine Valley, CA",1.59
8944,"5km SSE of Mineral, CA",0.92
8945,"16km NW of Pinnacles, CA",1.32
8946,"164km E of Vostok, Russia",4.0
8947,"9km NE of Aguanga, CA",0.56
8948,"1km SW of Anderson Springs, CA",1.47
8949,"9km NE of Aguanga, CA",0.72
8950,"91km WSW of Healy, Alaska",2.5
8951,"5km NW of The Geysers, CA",0.89
8952,"25km WSW of Gabbs, Nevada",1.0
8953,"9km NE of Aguanga, CA",0.57
